"STORE","Yr","mon","dayCount","revenue","avg_daily_revenue"
8102,2004,8,31,732419.84,23626.45
8202,2005,2,27,637477.74,23610.29
1004,2005,3,30,708168.24,23605.61
8602,2005,1,31,731705.57,23603.41
7303,2005,7,31,731557.92,23598.64
4404,2005,8,27,636844.15,23586.82
509,2005,2,28,659975.50,23570.55
502,2004,10,31,730666.08,23569.87
2402,2005,3,30,706954.61,23565.15
3007,2005,3,30,706758.86,23558.63
8002,2005,6,30,706458.95,23548.63
4303,2004,8,31,729928.81,23546.09
2504,2004,9,30,706223.34,23540.78
2602,2005,8,27,635516.27,23537.64
1304,2005,4,30,705841.34,23528.04
7704,2004,12,30,705800.16,23526.67
3409,2005,2,28,658260.99,23509.32
8703,2004,9,30,704945.43,23498.18
4302,2004,11,29,680843.61,23477.37
7307,2005,8,27,633467.17,23461.75
3007,2004,11,29,680382.26,23461.46
3802,2004,10,31,727258.66,23459.96
8302,2005,4,30,703540.02,23451.33
3707,2005,8,27,633003.00,23444.56
8002,2005,8,27,632938.50,23442.17
3007,2005,6,30,703062.57,23435.42
1202,2005,6,30,703044.64,23434.82
3304,2005,8,27,632506.43,23426.16
7904,2004,12,30,702650.82,23421.69
4303,2004,9,30,702219.82,23407.33
5602,2005,4,30,702169.45,23405.65
707,2005,6,30,702027.46,23400.92
4902,2005,8,27,631650.20,23394.45
7303,2005,4,30,701485.20,23382.84
5004,2005,2,28,654269.51,23366.77
8302,2004,11,29,676769.51,23336.88
3007,2004,10,31,723324.14,23333.04
5503,2005,5,31,723283.15,23331.71
302,2005,1,31,723236.43,23330.21
7303,2004,10,31,722815.84,23316.64
6102,2005,6,30,699246.15,23308.20
8607,2005,5,31,722527.18,23307.33
7102,2005,5,31,722476.43,23305.69
6102,2005,8,27,628945.40,23294.27
4302,2005,8,27,628852.58,23290.84
4302,2004,10,31,721956.89,23288.93
2204,2004,8,31,721896.15,23286.97
7102,2005,2,28,651845.56,23280.20
7004,2005,3,30,698333.48,23277.78
5204,2004,12,30,697866.23,23262.21
3409,2005,8,27,627754.78,23250.18
2307,2004,11,29,673955.38,23239.84
1007,2005,1,31,720302.06,23235.55
909,2005,1,31,720242.23,23233.62
2304,2004,12,30,696924.74,23230.82
5704,2004,11,29,673581.19,23226.94
4902,2005,6,30,696632.68,23221.09
3407,2004,11,29,673342.27,23218.70
5103,2005,1,31,719103.43,23196.88
3102,2005,2,28,649454.38,23194.80
203,2005,5,31,718920.92,23191.00
2607,2005,1,31,718886.16,23189.88
2402,2004,10,31,717816.38,23155.37
707,2005,5,31,717548.20,23146.72
1502,2004,10,31,717061.83,23131.03
3603,2005,2,28,646924.44,23104.44
2009,2005,2,28,646906.18,23103.79
6704,2004,12,30,692543.87,23084.80
5602,2005,2,28,646141.49,23076.48
4202,2004,9,24,553770.08,23073.75
5004,2005,7,31,715270.25,23073.23
707,2005,4,30,692086.46,23069.55
8302,2005,3,30,692019.52,23067.32
1004,2005,4,30,691950.98,23065.03
4403,2005,8,27,622003.62,23037.17
3109,2005,8,27,621985.51,23036.50
909,2004,11,29,667903.73,23031.16
8002,2004,10,31,713865.21,23027.91
7303,2005,6,30,690721.07,23024.04
5503,2005,3,30,690529.42,23017.65
4607,2005,4,30,690170.20,23005.67
3103,2004,10,31,713107.56,23003.47
5402,2005,7,31,712442.62,22982.02
203,2004,9,30,689046.45,22968.22
3704,2005,2,28,642783.70,22956.56
2804,2005,1,31,711499.43,22951.59
4403,2005,7,31,711498.68,22951.57
7204,2004,12,30,688090.91,22936.36
4607,2005,6,30,687801.46,22926.72
7102,2005,7,31,710616.25,22923.10
8002,2004,11,29,664274.22,22906.01
2204,2005,5,31,709674.22,22892.72
2602,2005,6,30,686673.96,22889.13
7502,2004,11,29,663353.15,22874.25
3103,2005,5,31,708914.99,22868.23
8607,2005,4,30,686046.19,22868.21
4902,2004,11,29,662996.57,22861.95
2603,2004,12,30,685774.71,22859.16
2307,2005,1,31,708233.03,22846.23
1304,2005,3,30,685294.14,22843.14
4302,2005,1,31,707965.01,22837.58
8007,2005,8,27,616413.04,22830.11
3004,2004,12,30,684649.68,22821.66
907,2004,12,30,684554.53,22818.48
4303,2005,1,31,707194.75,22812.73
807,2005,8,27,615933.17,22812.34
9204,2004,9,30,684345.13,22811.50
6403,2005,7,31,706946.01,22804.71
2204,2005,6,30,683681.69,22789.39
4003,2004,12,30,683564.01,22785.47
7004,2005,4,30,683183.24,22772.77
8302,2005,7,31,705844.47,22769.18
4607,2005,5,31,705441.54,22756.18
1304,2005,8,27,614201.96,22748.22
7102,2005,4,30,682039.55,22734.65
3103,2005,6,30,682021.53,22734.05
8503,2005,2,28,636180.39,22720.73
2204,2005,7,31,704136.65,22714.09
5704,2005,8,27,612841.84,22697.85
3507,2004,11,29,658201.90,22696.62
5202,2005,7,31,703489.11,22693.20
5002,2004,12,30,680680.24,22689.34
8403,2005,3,30,680395.74,22679.86
7502,2005,8,27,612328.71,22678.84
5402,2005,1,31,702286.70,22654.41
3007,2004,9,30,679583.76,22652.79
203,2005,4,30,679546.31,22651.54
4407,2005,4,30,679320.80,22644.03
604,2005,4,30,679268.64,22642.29
2502,2005,4,30,679252.52,22641.75
2504,2005,1,31,701538.45,22630.27
8403,2004,11,29,656195.23,22627.42
2307,2004,9,30,678687.54,22622.92
4004,2005,8,27,610651.16,22616.71
3009,2005,1,31,700855.97,22608.26
8202,2005,4,30,678196.02,22606.53
3007,2005,1,31,700452.72,22595.25
7102,2005,3,30,677833.95,22594.46
3707,2005,7,31,700342.84,22591.70
3704,2005,5,31,700045.22,22582.10
8607,2005,6,30,677330.45,22577.68
4807,2004,11,29,654719.26,22576.53
8302,2005,5,31,699853.90,22575.93
1304,2004,10,31,699654.14,22569.49
6404,2005,3,30,676920.82,22564.03
203,2004,11,29,654206.69,22558.85
1807,2004,9,30,675609.04,22520.30
3704,2005,7,31,698076.36,22518.59
2303,2004,10,31,698017.16,22516.68
8802,2004,12,30,675316.68,22510.56
3507,2004,10,31,697549.04,22501.58
8703,2005,1,31,697456.67,22498.60
4302,2005,3,30,674540.47,22484.68
3009,2004,9,30,674534.23,22484.47
2602,2005,2,28,629463.51,22480.84
4207,2005,8,27,606601.42,22466.72
507,2005,7,31,696363.59,22463.34
9204,2005,1,31,696024.13,22452.39
3704,2005,4,30,673258.71,22441.96
409,2004,8,31,695429.24,22433.20
8002,2004,9,30,672841.53,22428.05
5004,2005,4,30,671791.43,22393.05
5203,2005,2,28,626764.38,22384.44
9504,2004,10,31,693544.35,22372.40
6803,2004,8,31,693027.77,22355.73
2502,2005,2,28,625916.71,22354.17
3909,2005,8,27,603396.78,22348.03
5103,2004,9,30,670072.39,22335.75
2502,2005,5,31,692356.25,22334.07
2307,2004,10,31,691885.11,22318.87
3802,2005,6,30,669379.64,22312.65
3103,2004,11,29,647000.50,22310.36
2104,2004,11,29,646897.15,22306.80
2303,2005,6,30,668973.16,22299.11
6404,2005,4,30,668971.68,22299.06
8709,2005,7,31,691001.59,22290.37
2407,2004,12,30,668516.10,22283.87
1007,2004,8,31,690453.94,22272.71
5304,2004,12,30,668082.58,22269.42
7004,2005,5,31,690344.16,22269.17
4802,2004,11,29,645049.01,22243.07
8607,2005,3,30,666371.80,22212.39
3507,2005,3,30,666183.31,22206.11
3304,2005,7,31,688336.22,22204.39
3209,2005,8,27,599492.45,22203.42
3007,2004,8,31,688142.75,22198.15
6604,2004,10,31,688001.37,22193.59
509,2005,4,30,665775.71,22192.52
6203,2005,7,31,687958.79,22192.22
3009,2004,11,29,643356.48,22184.71
1203,2005,8,27,598740.43,22175.57
1502,2005,6,30,663648.94,22121.63
8403,2004,10,31,684777.70,22089.60
203,2004,8,31,684715.51,22087.60
3102,2005,7,31,684712.75,22087.51
809,2004,8,31,684033.02,22065.58
4309,2005,2,28,617548.57,22055.31
4607,2005,3,30,661500.89,22050.03
3504,2005,2,28,617259.50,22044.98
302,2004,10,31,683389.65,22044.83
7104,2005,2,28,617033.31,22036.90
1807,2004,8,31,683069.01,22034.48
8002,2005,1,31,683046.04,22033.74
4207,2005,7,31,682495.66,22015.99
8607,2004,11,29,638027.16,22000.94
5202,2005,4,30,659581.11,21986.04
3103,2005,3,30,659181.76,21972.73
3409,2005,7,31,681046.05,21969.23
2303,2004,8,31,680339.61,21946.44
7502,2005,6,30,657925.49,21930.85
7102,2005,8,27,592042.71,21927.51
3103,2005,4,30,657810.95,21927.03
6102,2004,10,31,679615.72,21923.09
2207,2005,3,30,657351.52,21911.72
3304,2005,4,30,657234.96,21907.83
1204,2004,12,30,657228.95,21907.63
1703,2004,12,30,656950.97,21898.37
5602,2005,1,31,678644.30,21891.75
1009,2005,2,28,612620.94,21879.32
2009,2005,7,31,678225.13,21878.23
9309,2005,2,28,612550.34,21876.80
1304,2005,5,31,677879.07,21867.07
2602,2004,11,29,633746.00,21853.31
1207,2004,9,30,655582.70,21852.76
2407,2005,2,28,611523.25,21840.12
4103,2005,2,28,611165.93,21827.35
509,2005,8,27,589331.30,21827.09
5004,2004,8,31,676383.59,21818.83
909,2005,6,30,653793.73,21793.12
7702,2005,7,31,675412.62,21787.50
604,2005,8,27,587815.97,21770.96
2303,2005,5,31,674894.20,21770.78
203,2005,1,31,674865.01,21769.84
5503,2004,8,31,674699.24,21764.49
8202,2005,7,31,674453.64,21756.57
4607,2005,1,31,674352.20,21753.30
6304,2005,8,27,587225.17,21749.08
7102,2005,6,30,652452.25,21748.41
6202,2005,7,31,673327.10,21720.23
2807,2005,8,27,586378.80,21717.73
2704,2005,8,27,586294.95,21714.63
6403,2005,2,28,607994.11,21714.08
204,2004,12,30,651309.29,21710.31
6203,2005,2,28,607822.00,21707.93
4404,2005,4,30,651113.14,21703.77
3707,2005,2,28,607328.01,21690.29
1307,2004,12,30,650499.96,21683.33
4607,2004,11,29,628404.59,21669.12
2502,2004,11,29,627466.64,21636.78
3103,2004,8,31,670684.41,21634.98
1007,2004,9,30,648817.36,21627.25
5203,2005,7,31,670278.67,21621.89
7307,2005,7,31,670266.85,21621.51
2502,2005,8,27,583735.24,21619.82
2602,2005,1,31,669510.70,21597.12
4207,2005,2,28,604280.70,21581.45
4302,2005,5,31,668472.53,21563.63
5704,2005,6,30,646574.64,21552.49
7604,2005,8,27,581782.97,21547.52
4902,2005,1,31,667632.68,21536.54
8403,2005,7,31,667340.37,21527.11
4807,2004,10,31,667213.49,21523.02
4407,2005,1,31,666587.11,21502.81
6403,2005,4,30,644827.17,21494.24
4403,2005,3,30,644771.74,21492.39
7703,2005,8,27,580227.27,21489.90
8302,2005,6,30,644512.46,21483.75
1304,2005,7,31,665539.71,21469.02
3009,2004,8,31,665386.24,21464.07
4902,2004,10,31,664856.42,21446.98
4407,2005,3,30,642820.61,21427.35
8602,2004,9,30,642499.96,21416.67
6803,2005,2,28,599639.35,21415.69
507,2005,2,28,599295.73,21403.42
1004,2005,2,28,599125.28,21397.33
2407,2005,7,31,663257.21,21395.39
8302,2004,10,31,663021.71,21387.80
3704,2004,10,31,662973.23,21386.23
9504,2004,11,29,620160.16,21384.83
4403,2005,2,28,598236.31,21365.58
2303,2005,4,30,640667.50,21355.58
3603,2005,8,27,576599.21,21355.53
909,2004,10,31,661847.65,21349.92
4707,2005,8,27,575733.30,21323.46
3507,2004,8,31,661026.45,21323.43
3103,2005,1,31,660788.72,21315.77
4404,2005,3,30,638132.99,21271.10
9504,2004,8,31,659375.76,21270.19
7104,2005,8,27,573975.08,21258.34
5102,2004,10,31,658811.66,21251.99
502,2004,9,28,594418.74,21229.24
302,2005,3,30,636857.68,21228.59
604,2005,2,28,593747.27,21205.26
604,2005,3,30,636053.25,21201.78
3504,2005,8,27,572179.45,21191.83
6109,2005,8,27,572144.33,21190.53
6204,2004,12,30,634934.88,21164.50
3209,2005,2,28,592569.21,21163.19
6304,2005,7,31,655823.11,21155.58
5602,2005,8,27,570807.13,21141.00
3704,2005,6,30,634151.75,21138.39
2303,2004,11,29,612924.17,21135.32
4003,2005,2,28,591537.43,21126.34
7404,2005,8,27,569966.69,21109.88
6404,2005,7,31,653904.51,21093.69
7602,2005,2,28,590420.38,21086.44
4404,2005,2,28,590008.17,21071.72
9002,2004,12,30,631910.04,21063.67
7307,2005,4,30,631871.48,21062.38
4407,2005,5,31,652664.19,21053.68
1004,2005,5,31,652338.91,21043.19
509,2005,7,31,651460.61,21014.86
2104,2005,1,31,650889.74,20996.44
8202,2005,3,30,629791.80,20993.06
8602,2004,8,31,650613.94,20987.55
3504,2005,4,30,629120.77,20970.69
3102,2004,11,29,608063.45,20967.71
7502,2004,10,31,649834.15,20962.39
8709,2005,2,28,586818.32,20957.80
6203,2005,6,30,628490.64,20949.69
7404,2005,7,31,649306.61,20945.37
4302,2005,6,30,628288.16,20942.94
7004,2004,11,29,606801.10,20924.18
3602,2004,12,30,627588.21,20919.61
2204,2004,11,29,606508.30,20914.08
3507,2005,1,31,648317.50,20913.47
1207,2005,1,31,648249.00,20911.26
3504,2005,5,31,648077.54,20905.73
9709,2004,12,30,626965.71,20898.86
5602,2004,11,29,605985.78,20896.06
7702,2005,3,30,626855.86,20895.20
7307,2005,5,31,647696.25,20893.43
502,2004,8,30,626436.96,20881.23
5004,2005,6,30,626340.37,20878.01
6703,2004,9,30,626085.42,20869.51
307,2005,2,28,584230.70,20865.38
4309,2004,9,30,625893.99,20863.13
3507,2004,9,30,625203.64,20840.12
509,2005,5,31,645497.70,20822.51
509,2005,3,30,624558.27,20818.61
8202,2005,5,31,645084.10,20809.16
8202,2004,11,29,603295.32,20803.29
7502,2004,9,30,623918.30,20797.28
2207,2004,11,29,602871.20,20788.66
7404,2005,3,30,623230.83,20774.36
8702,2005,2,28,581105.10,20753.75
3304,2005,5,31,643344.87,20753.06
4802,2004,10,31,642730.28,20733.23
7402,2005,7,30,621749.47,20724.98
3409,2005,4,30,621640.92,20721.36
4802,2005,1,31,642317.16,20719.91
6703,2004,10,31,642216.70,20716.67
9504,2005,1,31,641918.78,20707.06
3909,2005,7,31,641709.99,20700.32
9503,2005,5,31,641652.49,20698.47
6703,2004,8,31,641480.45,20692.92
1004,2005,7,31,641468.97,20692.55
2602,2005,3,30,620313.57,20677.12
3304,2004,11,29,599573.82,20674.96
1004,2005,8,27,558191.42,20673.76
5004,2004,9,30,620013.94,20667.13
5004,2004,11,29,599095.49,20658.47
5704,2004,10,31,639930.84,20642.93
2303,2004,9,30,619241.03,20641.37
3109,2005,2,28,577470.64,20623.95
2309,2004,12,30,618492.92,20616.43
7004,2004,9,30,618402.44,20613.41
7004,2004,8,31,638889.15,20609.33
8007,2005,7,31,638867.03,20608.61
4103,2005,8,27,556382.28,20606.75
4003,2005,8,27,556292.50,20603.43
507,2005,5,31,638664.73,20602.09
707,2005,3,30,617754.03,20591.80
1004,2005,6,30,617397.93,20579.93
7302,2005,2,28,575864.88,20566.60
5203,2004,8,31,637556.25,20566.33
5404,2004,12,30,616679.39,20555.98
9504,2004,9,30,616645.63,20554.85
4807,2005,1,31,636981.15,20547.78
5602,2005,3,30,616269.46,20542.32
6703,2005,3,30,616211.14,20540.37
2303,2005,1,31,636734.57,20539.82
7102,2004,11,29,595514.86,20535.00
5602,2005,5,31,636420.47,20529.69
8607,2004,9,30,615769.64,20525.65
909,2004,9,30,615713.27,20523.78
5202,2005,8,27,554068.49,20521.06
9409,2005,2,28,574428.79,20515.31
4504,2005,8,27,553907.71,20515.10
9503,2005,6,30,615174.64,20505.82
6403,2005,6,30,615032.02,20501.07
5402,2005,3,30,614668.28,20488.94
3607,2005,4,30,614482.66,20482.76
4707,2005,2,28,572826.35,20458.08
6203,2005,4,30,613628.55,20454.28
8709,2005,5,31,633977.22,20450.88
3304,2004,10,31,633940.55,20449.70
8607,2004,8,31,633876.47,20447.63
5203,2005,4,30,612945.76,20431.53
3409,2004,10,31,633135.17,20423.72
2009,2005,4,30,612155.85,20405.20
2502,2005,6,30,612022.21,20400.74
4309,2005,3,30,612004.36,20400.15
4807,2004,8,31,632394.26,20399.81
3607,2005,8,27,550788.03,20399.56
2807,2005,2,28,570944.72,20390.88
1304,2004,11,29,591013.47,20379.77
4607,2004,10,31,631649.17,20375.78
3504,2005,7,31,631636.77,20375.38
7102,2004,10,31,631202.26,20361.36
3504,2004,10,31,631194.43,20361.11
7303,2005,5,31,630871.25,20350.69
8309,2004,12,30,610460.06,20348.67
4309,2005,8,27,549153.23,20339.01
3604,2005,3,30,610119.02,20337.30
707,2004,9,30,610103.12,20336.77
7502,2005,1,31,630392.08,20335.23
1304,2005,6,30,609499.90,20316.66
3304,2005,6,30,609064.02,20302.13
8302,2005,8,27,547965.41,20295.02
4407,2004,11,29,588507.12,20293.35
3409,2004,11,29,588472.01,20292.14
2207,2004,10,31,628954.27,20288.85
6304,2004,12,30,608331.62,20277.72
3707,2005,4,30,608298.79,20276.63
7303,2005,3,30,608032.29,20267.74
5904,2004,12,30,607958.36,20265.28
507,2005,6,30,607867.06,20262.24
6404,2005,5,31,628017.46,20258.63
1909,2004,12,30,607640.19,20254.67
5603,2005,8,27,546874.88,20254.63
7402,2005,3,30,607172.94,20239.10
6902,2005,7,31,627345.37,20236.95
9909,2004,12,30,606666.60,20222.22
3103,2004,9,30,606479.35,20215.98
3102,2004,10,31,626535.34,20210.82
707,2005,1,31,626412.42,20206.85
4807,2004,9,30,606188.71,20206.29
3102,2005,1,31,626063.51,20195.60
7702,2005,4,30,605745.65,20191.52
1109,2004,12,30,605427.54,20180.92
4502,2005,2,28,565017.46,20179.20
7104,2005,7,31,625193.85,20167.54
707,2004,8,31,625055.83,20163.09
707,2004,10,31,624945.32,20159.53
4404,2005,7,31,624849.85,20156.45
3603,2005,7,31,624601.55,20148.44
2602,2004,10,31,624594.72,20148.22
8709,2005,4,30,603981.98,20132.73
4407,2005,6,30,603691.76,20123.06
404,2004,12,30,603382.61,20112.75
509,2005,1,31,623335.31,20107.59
507,2005,4,30,603198.19,20106.61
4407,2004,10,31,623215.91,20103.74
302,2004,8,30,603098.29,20103.28
4707,2005,7,31,622914.95,20094.03
7303,2004,11,29,582512.39,20086.63
4309,2005,4,30,602409.28,20080.31
2502,2004,10,31,622165.98,20069.87
302,2004,9,28,561948.77,20069.60
8202,2004,10,31,622153.13,20069.46
2204,2004,9,30,602035.38,20067.85
2407,2005,6,30,602017.39,20067.25
6109,2005,2,28,561523.98,20054.43
1707,2005,2,28,561379.61,20049.27
7402,2005,2,28,561299.75,20046.42
707,2004,11,29,581216.03,20041.93
703,2004,12,30,601169.90,20039.00
1203,2004,10,31,620892.12,20028.78
8607,2005,1,31,620805.27,20025.98
1004,2004,10,31,620674.48,20021.76
4302,2004,9,30,600520.13,20017.34
8603,2005,7,31,619916.89,19997.32
2204,2004,10,31,619746.47,19991.82
6604,2005,1,31,619649.58,19988.70
8702,2005,7,31,619382.64,19980.09
8702,2005,4,30,599137.01,19971.23
6404,2005,2,28,559166.55,19970.23
7103,2005,8,27,539141.93,19968.22
1202,2004,10,31,618958.52,19966.40
7404,2005,2,28,559043.55,19965.84
8709,2004,10,31,618526.26,19952.46
8607,2004,10,31,618377.66,19947.67
8709,2005,6,30,598404.18,19946.81
7904,2005,2,28,558284.80,19938.74
7307,2005,6,30,597871.62,19929.05
3209,2005,7,31,617441.89,19917.48
2502,2005,1,31,617439.21,19917.39
509,2004,9,30,597060.23,19902.01
2204,2005,4,30,596530.24,19884.34
5502,2005,7,31,616408.23,19884.14
5004,2005,5,31,616334.47,19881.76
1304,2005,2,28,556442.03,19872.93
2407,2005,5,31,615817.61,19865.08
5503,2005,1,31,615776.96,19863.77
2207,2004,8,31,615459.61,19853.54
1004,2004,11,29,575738.07,19853.04
1203,2005,7,31,614838.26,19833.49
4403,2004,10,31,614703.02,19829.13
6109,2005,7,31,614586.86,19825.38
1304,2004,9,30,594714.98,19823.83
6109,2005,4,30,594624.14,19820.80
6902,2005,3,30,594398.40,19813.28
509,2004,11,29,574477.06,19809.55
4004,2005,7,31,613976.90,19805.71
4309,2004,11,29,574098.91,19796.51
2402,2004,9,26,514221.50,19777.75
7702,2005,5,31,612791.69,19767.47
4104,2004,12,30,592983.03,19766.10
2502,2005,3,30,592734.74,19757.82
2009,2005,5,31,612491.63,19757.79
6902,2005,2,28,553078.41,19752.80
9503,2004,8,31,612292.35,19751.37
5402,2004,11,29,572625.71,19745.71
3902,2004,11,29,572464.38,19740.15
3109,2005,7,31,611876.55,19737.95
8202,2005,6,30,591981.41,19732.71
509,2004,10,31,611465.52,19724.69
8803,2005,8,27,532552.56,19724.17
7303,2004,8,31,611396.67,19722.47
3304,2005,1,31,611371.33,19721.66
3704,2004,11,29,571807.19,19717.49
5504,2005,8,27,532339.34,19716.27
7702,2005,2,28,551819.91,19707.85
3707,2005,5,31,610707.56,19700.24
5502,2005,2,28,551342.29,19690.80
7503,2004,12,30,590401.62,19680.05
3504,2005,6,30,590281.89,19676.06
8604,2004,12,30,589976.99,19665.90
5202,2005,5,31,609615.69,19665.02
3304,2004,9,30,589781.93,19659.40
7602,2005,7,31,609190.56,19651.31
3409,2005,6,30,589322.57,19644.09
8503,2005,7,31,608717.81,19636.06
8403,2005,6,30,588983.79,19632.79
4607,2004,8,31,608532.88,19630.09
3704,2005,1,31,608090.44,19615.82
8702,2005,5,31,607997.60,19612.83
7302,2005,3,30,588355.41,19611.85
8007,2005,2,28,548796.30,19599.87
4902,2004,9,28,548550.25,19591.08
6102,2004,9,30,587722.07,19590.74
5202,2005,2,28,548226.75,19579.53
7004,2005,1,31,606622.55,19568.47
4004,2005,4,30,586626.42,19554.21
2407,2005,4,30,586576.55,19552.55
3704,2004,8,31,606055.90,19550.19
7302,2005,8,27,527704.56,19544.61
3102,2005,3,30,585865.42,19528.85
5102,2004,8,31,604758.04,19508.32
5704,2004,9,30,585097.11,19503.24
604,2004,11,29,565555.02,19501.90
1009,2005,3,30,584866.31,19495.54
3409,2005,1,31,604318.87,19494.16
2407,2005,3,30,584510.12,19483.67
4404,2005,5,31,603602.99,19471.06
3309,2005,8,27,525473.12,19461.97
5503,2004,10,31,603223.43,19458.82
1102,2004,12,30,583727.11,19457.57
3702,2005,7,31,602974.01,19450.77
603,2005,2,28,544374.92,19441.96
6404,2004,9,30,583110.86,19437.03
4003,2005,7,31,602389.52,19431.92
3702,2005,4,30,582432.07,19414.40
6703,2005,1,31,601546.16,19404.71
8603,2005,8,27,523708.80,19396.62
6404,2004,8,31,601139.31,19391.59
2207,2005,1,31,600931.11,19384.87
604,2005,5,31,600770.42,19379.69
9603,2005,8,27,522687.83,19358.81
6404,2005,6,30,580741.07,19358.04
2202,2005,7,31,600027.19,19355.72
4004,2005,3,30,580578.31,19352.61
6109,2005,5,31,599754.57,19346.92
6004,2005,3,30,579964.90,19332.16
4603,2004,12,30,579653.15,19321.77
5203,2004,11,29,560278.36,19319.94
3802,2004,8,31,598863.59,19318.18
8702,2004,11,29,560192.86,19317.00
3504,2004,11,29,559934.67,19308.09
4309,2005,7,31,598453.12,19304.94
5803,2004,12,30,579143.58,19304.79
8407,2005,7,31,598346.40,19301.50
5602,2005,6,30,578781.79,19292.73
5504,2005,7,31,598015.90,19290.84
507,2005,3,30,578679.74,19289.32
7403,2005,8,27,520309.68,19270.73
4207,2005,6,30,578094.29,19269.81
5004,2004,10,31,597352.15,19269.42
8403,2005,5,31,596516.52,19242.47
2204,2005,1,31,596426.36,19239.56
8302,2005,1,31,595977.51,19225.08
6109,2005,6,30,576751.29,19225.04
1502,2004,9,30,576631.42,19221.05
7404,2005,6,30,576260.83,19208.69
4403,2005,6,30,575876.72,19195.89
7402,2005,8,27,518233.39,19193.83
8007,2005,4,30,575781.65,19192.72
3607,2005,2,28,537225.24,19186.62
8202,2005,8,27,517770.72,19176.69
8603,2005,2,28,536871.56,19173.98
4302,2004,8,31,594372.81,19173.32
604,2005,7,31,594252.66,19169.44
7303,2004,9,30,574495.06,19149.84
6109,2005,3,30,573807.11,19126.90
1203,2005,3,30,573717.06,19123.90
8403,2005,1,31,592695.33,19119.20
5504,2005,4,30,573292.55,19109.75
6404,2004,11,29,553898.92,19099.96
4504,2005,4,30,572987.29,19099.58
7004,2004,10,31,591996.97,19096.68
503,2004,12,30,572594.89,19086.50
4003,2004,8,31,591489.31,19080.30
7703,2005,7,31,591258.34,19072.85
7402,2005,4,30,571854.85,19061.83
7403,2005,7,31,590823.37,19058.82
3902,2005,2,28,533402.75,19050.10
5802,2004,12,30,570959.84,19031.99
9209,2005,2,28,532870.55,19031.09
7307,2004,11,29,551236.92,19008.17
6703,2004,11,29,551196.31,19006.77
7302,2005,4,30,570025.41,19000.85
6804,2005,8,27,512886.92,18995.81
2502,2004,9,26,493823.11,18993.20
1304,2005,1,31,588405.78,18980.83
5503,2004,11,29,550326.93,18976.79
7302,2004,10,31,588120.04,18971.61
7402,2005,6,30,568977.28,18965.91
4103,2005,7,31,587796.16,18961.17
8403,2004,8,31,587742.39,18959.43
2704,2005,3,30,568731.91,18957.73
3409,2005,5,31,587505.66,18951.80
1402,2005,4,30,568346.14,18944.87
8702,2005,3,30,567976.37,18932.55
9202,2004,12,30,567935.46,18931.18
8407,2005,8,27,511126.58,18930.61
8407,2005,2,28,529844.66,18923.02
507,2004,10,31,586334.13,18914.00
8503,2004,11,29,548418.19,18910.97
6304,2005,3,30,567082.53,18902.75
6904,2004,12,30,566879.66,18895.99
3102,2005,4,30,566234.63,18874.49
3604,2005,4,30,566156.50,18871.88
4407,2004,8,31,584949.96,18869.35
4207,2005,3,30,565565.72,18852.19
5504,2005,3,30,565060.67,18835.36
3902,2004,10,31,583876.43,18834.72
3409,2004,9,30,564475.17,18815.84
5202,2004,11,29,545589.41,18813.43
8507,2004,12,30,564317.03,18810.57
5402,2005,5,31,582766.33,18798.91
7702,2004,11,29,545156.37,18798.50
2702,2005,7,31,582621.08,18794.23
1502,2004,8,29,544666.12,18781.59
1009,2004,11,29,544528.08,18776.83
5704,2005,1,31,582071.60,18776.50
8503,2005,8,27,506876.44,18773.20
3109,2005,6,30,562459.41,18748.65
8302,2004,9,29,543480.85,18740.72
9409,2005,7,31,580750.08,18733.87
3504,2004,9,30,561774.56,18725.82
3704,2004,9,30,561588.42,18719.61
6403,2004,10,31,580206.06,18716.32
6203,2004,8,31,580200.70,18716.15
2209,2005,8,27,505208.07,18711.41
2402,2004,8,31,580053.12,18711.39
9309,2005,8,27,504899.19,18699.97
4407,2004,9,30,560958.61,18698.62
6102,2004,8,31,579570.81,18695.83
3902,2005,3,30,560757.94,18691.93
8007,2005,5,31,579373.73,18689.48
4309,2005,5,31,579353.41,18688.82
7702,2005,6,30,560638.24,18687.94
307,2005,8,27,504394.08,18681.26
5203,2005,6,30,560431.16,18681.04
8503,2005,3,30,560320.99,18677.37
4404,2004,8,31,578707.89,18668.00
309,2005,2,28,522158.63,18648.52
6902,2005,4,30,559248.36,18641.61
5004,2005,1,31,577585.79,18631.80
4309,2004,10,31,577480.62,18628.41
3607,2005,7,31,577450.86,18627.45
3109,2005,5,31,577075.95,18615.35
3109,2005,1,31,577007.07,18613.13
6109,2004,11,29,539381.48,18599.36
8902,2005,3,30,557891.92,18596.40
7804,2004,12,30,557642.96,18588.10
9503,2004,11,29,538856.24,18581.25
4207,2005,4,30,557321.90,18577.40
3304,2004,8,31,575615.46,18568.24
3603,2004,11,29,538398.82,18565.48
507,2004,11,29,538386.27,18565.04
3707,2005,6,30,556675.74,18555.86
6403,2005,5,31,574892.16,18544.91
7403,2005,2,28,519229.31,18543.90
7403,2005,4,30,555595.62,18519.85
2807,2005,7,31,573948.58,18514.47
6004,2005,8,27,499736.02,18508.74
4607,2004,9,30,555148.87,18504.96
3309,2005,2,28,518083.51,18502.98
2009,2005,6,30,555037.44,18501.25
